article_id,infraction_desc,categorie_vehicule,amende_fixe,amende_min,amende_max,points_retrait,mots_cles,role_paragraphe,has_prison,has_license_penalty,source,model_approach,cluster_theme
174,يجب علي االداره، في حاله عدم توصلها بنسخه من الحكم بتوقيف رخصه السياقه، ان ترجع الرخصه اعاله. 173 و170 و168 الي صاحبها، عند انصرام المده القصوي المنصوص عليها في المواد الفرع الخامس الجنح المتعلقه بسلوك السايق,non specifie,,,,,permis,sanction,False,True,code de la route MA52_05.pdf,pretrained_sentence_transformer,1
175,) درهم وبتوقيف رخصه السياقه 8.000( ) الي ثمانيه االف 4.000( يعاقب بغرامه من اربعه االف ملده تتراوح ما بين شهر واحد وثالثه اشهر، كل سايق ارتكب احدي المخالفات التاليه : - كلم في الساعه ؛ 50 تجاوز السرعه القصوي المسموح بها بما يعادل او يفوق - الرجوع الي الخلف في طريق سيار او نصف دوره في نفس الطريق مع عبور الشريط المركزي الفاصل بين القارعتين ؛ - السير في الطريق السيار في االتجاه المعاكس للسير. في حاله العود الي ارتكاب المخالفه، داخل اجل سنه ابتداء من تاريخ صدور مقرر قضايي حايز لقوه ضي به من اجل افعال مماثله، يعاقب المخالف بالحبس من شهر الي ثالثه اشهر وبغرامه من �ضيء المق�ال ) درهم او باحدي هاتين العقوبتين فقط. 15.000( ) الي خمسه عشر الف 10.000( عشره االف ضي ملده التوقيف المنصوص عليها اعاله.�يحكم علي المخالف، عالوه علي ذلك، بضعف الحد االق 72 االمانه العامه للحكومه176 الماده ) درهم وبتوقيف رخصه السياقه 3.000( ) الي ثالثه االف 1.200( يعاقب بغرامه من الف ومايتين ملده تتراوح ما بين شهر واحد وثالثه اشهر، كل سايق ارتكب احدي المخالفات التاليه : - عدم تشغيل جهاز قياس السرعه وزمن السياقه ؛ - تجاوز المده القصوي للسياقه ؛ - عدم احترام مده الراحه. في حاله العود الي ارتكاب المخالفه، داخل اجل سنه ابتداء من تاريخ صدور مقرر قضايي حايز لقوه ضي به من اجل افعال مماثله، ترفع العقوبات المشار اليها اعاله الي الضعف.�ضيء المق�ال,non specifie,,,,,"vitesse, permis, autoroute, depassement",sanction,True,True,code de la route MA52_05.pdf,pretrained_sentence_transformer,3
177,، المقيد في شهاده التسجيل، بما يعاقب مالك المركبه عن تجاوز الوزن االجمالي الماذون به للمركبه محمله ) درهم عن كل طن من الحموله الزايده. 2.000( ) الي الفي 1.200( % بغرامه من الف ومايتين 40 يفوق يعتبر كل جزء من الطن يتجاوز خمسمايه كيلوغرام بمثابه طن. في حاله العود الي ارتكاب المخالفه، داخل اجل سنه ابتداء من تاريخ صدور مقرر قضايي حايز لقوه ضي به من اجل افعال مماثله، ترفع الغرامه الي الضعف.�ضيء المق�ال يعاقب بنفس العقوبات اعاله كل مرسل او وكيل بالعموله او شاحن او مرسل اليه او كل مصدر لالوامر تسبب او شارك في ارتكاب المخالفه او اصدر اوامر بذلك.,poids lourd / marchandises; vehicule leger / voiture,,,,,"depassement, chargement, documents",sanction,False,False,code de la route MA52_05.pdf,pretrained_sentence_transformer,3
178,دون االخالل بالعقوبات االشد، يعاقب عن تجاوز الوزن الماذون به عند المرور باحدي منشات )4.000( ) الي اربعه االف 1.500( العبور، بالحبس من شهر الي ثالثه اشهر وبغرامه من الف وخمسمايه درهم عن كل طن زايد او باحدي هاتين العقوبتين فقط. يعتبر كل جزء من الطن يتجاوز خمسمايه كيلوغرام بمثابه طن. يمكن للمحكمه، عالوه علي ذلك، ان تقرر توقيف رخصه السياقه ملده اقصاها سنه. في حاله العود الي ارتكاب المخالفه، داخل اجل خمس سنوات ابتداء من تاريخ صدور مقرر قضايي ضي به من اجل افعال مماثله، ترفع العقوبه الي الضعف.�ضيء المق�حايز لقوه ال ضي ملده التوقيف المنصوص عليها اعاله.�يحكم علي المخالف، عالوه علي ذلك، بضعف الحد االق,poids lourd / marchandises,,,,,"permis, depassement, chargement",sanction,True,True,code de la route MA52_05.pdf,pretrained_sentence_transformer,0
179,يمنع القيام في الطرق السياره والمسالك الموصله اليها بسباقات المركبات ذات محرك او التظاهرات الرياضيه االخري ايا كان اسمها. 73 االمانه العامه للحكومه ) درهم، كل من خالف احكام 30.000( ) الي ثالثين الف 20.000( يعاقب بغرامه من عشرين الف الفقره االولي اعاله. ) درهم، منظمو سباقات 20.000( ) الي عشرين الف 10.000( يعاقب بغرامه من عشره االف المركبات ذات محرك او التظاهرات الرياضيه االخري ايا كان اسمها، علي الطريق العموميه، غير الطرق السياره والمسالك الموصله اليها، دون الحصول علي رخص مسبقه من السلطات المختصه. ) درهم كل شخص يقوم، خالفا 3.000( ) الي ثالثه االف 1.200( يعاقب بغرامه من الف ومايتين للنصوص الجاري بها العمل، بما يلي : - رمي مطبوعات او اشياء اخري في طريق تسير فيها تظاهره رياضيه ؛ 1 . - بيع او توزيع مطبوعات او اشياء اخري في طريق تسير فيها تظاهره رياضيه 2,vehicule leger / voiture,,,,,,sanction,False,False,code de la route MA52_05.pdf,pretrained_sentence_transformer,3
180,يمنع القيام في الطرق السياره والمسالك الموصله اليها بسباقات الراجلين او الدراجات. ) درهم، كل من خالف احكام الفقره 3.000( ) الي ثالثه االف 1.200( يعاقب بغرامه من الف ومايتين االولي اعاله. ) درهم، منظمو سباقات الراجلين 3.000( ) الي ثالثه االف 1.200( يعاقب بغرامه من الف ومايتين او الدراجات علي الطريق العموميه، غير الطرق السياره والمسالك الموصله اليها، دون الحصول علي رخص مسبقه من السلطات المختصه. ) درهم كل شخص يقوم، 1.500( ) الي الف وخمسمايه 1.200( يعاقب بغرامه من الف ومايتين خالفا للنصوص الجاري بها العمل، بما يلي : - رمي مطبوعات او اشياء اخري في طريق تسير فيها تظاهره رياضيه ؛ 1 . - بيع او توزيع مطبوعات او اشياء اخري في طريق تسير فيها تظاهره رياضيه 2,moto / deux roues; vehicule leger / voiture,,,,,,sanction,False,False,code de la route MA52_05.pdf,pretrained_sentence_transformer,0
181,من 13 بتاريخ 1.16.106 الصادر بتنفيذه الظهري الرشيف رقم 116.14 (غريت مبوجب الماده االويل من القانون رقم )5874 :)، ص 2016 اغسطس 11( 1437 ذي القعده 7 بتاريخ 6490 )، ج.ر عدد 2016 يوليو 18 ( 1437 شوال ) 1200( دون االخالل بالعقوبات التي يتعرض لها الي سبب اخر، يعاقب بغرامه من الف ومايتين ) درهم، كل سايق وجه اليه االمر بالتوقف من لدن العون محرر المحضر او من احد 2000( الي الفي الموظفين او االعوان المكلفين بمعاينه المخالفات الحكام هذا القانون والنصوص الصادره لتطبيقه، الحالمين لشارات خارجيه وظاهره تدل علي صفتهم، وامتنع من تنفيذه او لم يحترم االمر بتوقيف المركبه او رفض سياقه مركبته او العمل علي سياقتها الي المحجز او رفض االمتثال لالوامر القانونيه الصادره اليه وذلك بصفه عمديه. 74 االمانه العامه للحكومه182 الماده من هذا القانون، يعاقب بالحبس من شهر الي سته 172 و169 و167 دون االخالل باحكام المواد ) درهم او باحدي هاتين العقوبتين فقط، 10.000( ) الي عشره االف 2.000( اشهر وبغرامه من الفين كل سايق ارتكب حادثه سير او تسبب في وقوعها ولم يتوقف وحاول، سواء بالفرار او بتغيير حاله مكان الحادثه او باي وسيله اخري، التملص من المسووليه الجناييه او المدنيه التي قد يتعرض لها. تامر المحكمه بتوقيف رخصه السياقه ملده تتراوح بين سنه وسنتين. في حاله العود الي ارتكاب المخالفه، داخل اجل خمس سنوات ابتداء من تاريخ صدور مقرر قضايي ضي به من اجل افعال مماثله، تضاعف العقوبه.�ضيء المق�حايز لقوه ال ضي ملده توقيف رخصه السياقه المنصوص �يحكم علي المخالف، عالوه علي ذلك، بضعف الحد االق عليها في الفقره الثانيه من هذه الماده.,vehicule leger / voiture,,,,,"stationnement, permis, accident",sanction,True,True,code de la route MA52_05.pdf,pretrained_sentence_transformer,4
183,الصادر بتنفيذه الظهري الرشيف 116.14 (غريت مبوجب الماده االويل من القانون رقم 6490 )، ج.ر عدد 2016 يوليو 18 ( 1437 من شوال 13 بتاريخ 1.16.106 رقم )5874 :)، ص 2016 اغسطس 11( 1437 ذي القعده 7 بتاريخ ) الي عشره 5.000( ) اشهر الي سنه واحده وبغرامه من خمسه االف 6( يعاقب بالحبس من سته ) درهم او باحدي هاتين العقوبتين فقط، كل شخص يسوق مركبه، ولو لم تكن تظهر 10.000( االف عليه ايه عالمه سكر بين، مع وجوده في حاله سكر، او تحت تاثير الكحول يثبت من وجود نسبه من الكحول، تحددها االداره، في الهواء المنبعث من فم السايق او من وجودها في دمه، او يسوق مركبه مع وجوده تحت تاثير المواد المخدره او بعض االدويه التي تحظر السياقه بعد تناولها . اشهر وسنه واحده. 6 تامر المحكمه بتوقيف رخصه السياقه ملده تتراوح بين في حاله العود ترفع العقوبتان المذكورتان ومده توقيف رخصه السياقه الي الضعف. يوجد في حاله العود الشخص الذي يرتكب المخالفه داخل خمس سنوات التاليه لتاريخ صدور ضي به، من اجل افعال مماثله.�ضيء المق�مقرر قضايي مكتسب قوه ال تطبق العقوبات المنصوص عليها في هذه الماده علي كل سايق رفض الخضوع للرايز المنصوص عليه ادناه . 213 و208 ادناه او للتحققات او الختبارات الكشف المنصوص عليهما في المادتين 207 في الماده تسري احكام هذه الماده علي كل مدرب يرافق السايق المتعلم. 75 االمانه العامه للحكومهالباب الثالث المخالفات الفرع االول المخالفات من الدرجه االولي,vehicule leger / voiture,,,,,"permis, alcool",sanction,True,True,code de la route MA52_05.pdf,pretrained_sentence_transformer,2
184,من 13 بتاريخ 1.16.106 الصادر بتنفيذه الظهري الرشيف رقم 116.14 (متمت مبوجب الماده االويل من القانون رقم )5874 :)، ص 2016 اغسطس 11( 1437 ذي القعده 7 بتاريخ 6490 )، ج.ر عدد 2016 يوليو 18 ( 1437 شوال ) الي الف 700( يعاقب كل شخص ارتكب مخالفه من الدرجه االولي بغرامه من سبعمايه ) درهم. 1.400( واربعمايه فات التاليه : تعتبر مخالفه من الدرجه االولي احدي المخال ) كيلومترا في الساعه، 50( ) الي اقل من خمسين 30( - تجاوز السرعه القصوي المسموح بها بثالثين 1 بالنسبه لجميع السايقين ؛ - سير مركبه علي الطريق العموميه، خارج التجمعات العمرانيه، ليال دون اناره ؛ 2 - التوقف المخالف للنصوص الجاري بها العمل، ليال من غير اضواء، خارج التجمعات العمرانيه ؛ 3 - عدم احترام الوقوف المفروض بعالمه قف او بضوء التشوير االحمر ؛ 4 - التوقف الخطير ملركبه، عندما تكون الرويه غير كافيه، بالقرب من منعرج او بالقرب من قمه 5 منحدر او علي قنطره او داخل نفق او التوقف الذي يحجب التشوير او التوقف علي بعد اقل من ) امتار من تقاطع للطرق ؛ 10( عشره - قطع خط متصل ؛ 6 - وقوف مركبه علي القناطر او تحتها او داخل االنفاق او الممرات تحت االرضيه او علي ممر 7 علوي، ما عدا في حاله قوه قاهره ؛ - التجاوز المعيب ؛ 8 - وقوف او توقف مركبه علي مستوي تقاطع طريق مع سكه حديديه او بالقرب منه ؛ 9 - السير في اتجاه ممنوع ؛ 10 - عدم التوفر علي الحصارات المحدده بالنصوص التنظيميه، بالنسبه للمركبات او مجموعه 11 المركبات او المركبات المتمفصله او القطارات الطرقيه المزدوجه او المقطورات ؛ - عدم التوفر علي اجهزه االناره ؛ 12 - النقل االستثنايي دون الحصول علي ترخيص او عدم احترام الشروط الخاصه المحدده في 13 الترخيص بالنقل االستثنايي ؛ 76 االمانه العامه للحكومه - دخول الطريق السيار من قبل المركبات التي تقوم بالنقل االستثنايي، دون ترخيص معلل 14 تمنحه االداره المدبره للطريق السيار المعني، او صاحب االمتياز في حاله وجود امتياز ؛ % 30 - تجاوز الوزن االجمالي الماذون به للمركبه محمله، المقيد في شهاده التسجيل، بنسبه 15 بالنسبه للمركبات او مجموعه المركبات او المركبات المتمفصله او القطارات الطرقيه% 40 الي غايه المزدوجه. تطبق الغرامه علي كل طن زايد ويعتبر كل جزء من الطن يتجاوز خمسمايه كيلوغرام بمثابه طن ؛ - انخفاض عمق النقوش المرسومه فوق الشريط الدارج لالطار المطاطي عن المستوي المحدد 16 من لدن االداره او وجود تمزقات او شقوق تبرز النسيج علي جوانب االطار المطاطي او علي الشريط الدارج ؛ - عدم التوفر علي جهاز حزام السالمه ؛ 17 - وجود عيب في اجهزه توجيه المركبه ؛ 18 - وجود عيب في نظام التعليق ؛ 19 - عدم اتخاذ االحتياطات الالزمه لتفادي السوايل المزيته او المواد التي تودي الي االنزالق 20 ضي او الرمل او لتفادي تناثر مجموع او بعض حموله المركبه ؛�او لتفادي تناثر الح - دخول الطريق السيار من قبل الراجلين وراكبي الدواب ومن قبل الحيوانات ؛ 21 . - تجاوز عدد الر كاب العدد الماذون به في حاله النقل الجماعي لالشخاص 22 تطبق الغرامه عن كل شخص زايد ؛ - نقل االشخاص فوق سقف المركبات. 23 تطبق الغرامه عن كل شخص منقول ؛ - النقل الجماعي لالشخاص واقفين، ما لم يكن ماذونا بذلك. 24 تطبق الغرامه عن كل شخص منقول ؛ - عدم الخضوع للمراقبه التقنيه ؛ 25 - دلوف مركبه الي تقاطع طريق مع السكه الحديديه غير مجهز بحواجز، دون التاكد من وجود 26 اي قطار ظاهر او معلن عنه ؛ - عدم خروج مركبه فورا من السكه الحديديه عند اقتراب قطار ؛ 27 - الدخول الي الطريق السيار والخروج منه من مكان غير مخصص لهذه العمليه ؛ 28 - الوقوف من اجل ركوب او نزول مسافرين في الطريق السيار وفي المسالك الموصله اليه ؛ 29 77 االمانه العامه للحكومه - القيام بعمليه اغاثه وقطر المركبات المتعطله او المتضرره في حادثه، علي الطريق السيار 30 والمسالك الموصله اليه من قبل اشخاص غير معتمدين من لدن مسير الطريق السيار، وفي حاله منح امتياز بذلك، من لدن صاحب امتياز الطريق السيار وفق الشروط المحدده من لدن االداره ؛ اعاله ؛ 1 - 61 و61 - عدم مطابقه صفايح التسجيل الحكام المادتين 31 اعاله ؛ 14 - عدم الخضوع للفحص الطبي االجباري المنصوص عليه في الماده 32 - عدم تاديه مبلغ االداء المعمول به عن استعمال الطرق السياره الخاضع استعمالها لالداء 33 بموجب النصوص التشريعيه الجاري بها العمل ؛ - غياب او نقصان البيانات الواجب تحريرها علي ورقه تسجيل جهاز قياس السرعه وزمن 34 السياقه ؛ - عدم وضع ورقه التسجيل بجهاز قياس السرعه وزمن السياقه ؛ 35 - عدم تعويض االوراق التي تم االحتفاظ بها من قبل االعوان محرري المحاضر ؛ 36 - استعمال نفس ورقه التسجيل من قبل اكثر من سايق ؛ 37 - عدم استعمال ورقه تسجيل جديده بعد انتهاء مده الراحه االجباريه اليوميه والشروع من 38 جديد في سياقه المركبه ؛ - سحب ورقه التسجيل من جهاز قياس السرعه وزمن السياقه قبل نهايه فتره السياقه اليوميه 39 :خارج الحاالت التاليه - سحب ورقه التسجيل بامر من االعوان محرري المحاضر ؛ - ب ورقه التسجيل في حاله تغيير المركبه.سح - عدم جعل جهاز قياس السرعه وزمن السياقه في حاله اشتغال خالل السياقه وخالل فتره الراحه ؛ 40 - عدم استبدال ورقه تسجيل تتضمن تسجيالت ملطخه او اصابها تلف بورقه تسجيل احتياطيه 41 صالحه وعدم االحتفاظ بالورقه المستبدله ؛ - عدم االدالء، العوان محرري المحاضر الموهلين الجراء المراقبه علي الطريق العموميه، 42 بالوثايق التي تسمح بتسجيل السرعه وزمن السياقه وزمن الراحه بالنسبه لليوم الذي تمت فيه ) يوما السابقه ؛ 28( المراقبه وكذا بالنسبه للثمانيه وعشرين - عدم تسجيل يدويا البيانات المتعلقه بمده السياقه ومده الراحه، خالل فتره عطب جهاز قياس 43 السرعه وزمن السياقه او اشتغاله بشكل معيب، علي ورقه ترفق بحالم التسجيل وتقيد فيها العناصر ضي ورقم رخصه السياقه الخاصه به �التي تمكن علي الخصوص من التعرف علي اسمه العايلي والشخ وتحمل توقيعه. في حاله العود الي ارتكاب احدي المخالفات المشار اليها اعاله، داخل اجل سنه ابتداء من تاريخ صدور ضي به، تضاعف الغرامه المنصوص عليها في هذه الماده.�ضيء المق�مقرر قضايي حايز لقوه ال 78 االمانه العامه للحكومهالفرع الثاني المخالفات من الدرجه الثانيه,poids lourd / marchandises; transport collectif; vehicule leger / voiture,,,,,"vitesse, stationnement, permis, accident, autoroute, depassement, chargement, documents",sanction,False,True,code de la route MA52_05.pdf,pretrained_sentence_transformer,2
185,من 13 بتاريخ 1.16.106 الصادر بتنفيذه الظهري الرشيف رقم 116.14 (غريت ومتمت مبوجب الماده االويل من القانون رقم )5875 :)، ص 2016 اغسطس 11( 1437 ذي القعده 7 بتاريخ 6490 )، ج.ر عدد 2016 يوليو 18 ( 1437 شوال ) درهم، كل شخص ارتكب مخالفه من الدرجه 1.000( ) الي الف 500( يعاقب بغرامه من خمسمايه الثانيه. تعتبر مخالفه من الدرجه الثانيه احدي المخالفات التاليه : ) كلم في الساعه،بالنسبه 30( ) الي اقل من ثالثين 20( - تجاوز السرعه القصوي المسموح بها بعشرين 1 لجميع السايقين ؛ - عدم احترام حق االسبقيه ؛ 2 - عدم احترام التقييدات المتعلقه برخصه السياقه ؛ 3 - االستعمال او التحدث بالهاتف ممسوكا باليد اثناء السياقه او اي جهاز اخر يقوم بوظايف 4 الهاتف وارد في اليحه محدده من قبل االداره ؛ ضي هذا القانون والنصوص الصادره لتطبيقه ملركبات � - عدم احترام االسبقيه المخوله بمقت 5 مصالح الدرك او الشرطه او الوقايه المدنيه او سيارات االسعاف وذلك اذا استعملت المنبهات الخاصه بها ؛ - دخول الطريق السيار من قبل المركبات ذات المحرك التي ال تستطيع السير بسرعه ثابته ال تقل 6 كيلومترا في الساعه ؛ 60 عن - دخول الطريق السيار من قبل المركبات المجروره بجرار غير ميكانيكي ؛ 7 - دخول الطريق السيار من قبل الدراجات والدراجات ثالثيه العجالت والدراجات رباعيه 8 العجالت ومن قبل الدراجات ذات محرك والدرجات الناريه والدراجات ثالثيه العجالت ذات محرك سنتيمترا مكعبا ؛ 125 والدرجات رباعيه العجالت ذات محرك التي تقل اسطنتها عن - تلقين دروس في سياقه المركبات وتجريب المركبات او هياكلها في الطريق السيار وفي المسالك 9 الموصله اليه ؛ - الوقوف والتوقف علي قارعه الطريق السيار او علي شريط التوقف العاجل او علي المسالك 10 الموصله الي الطريق السيار، ما عدا في حاله الضروره القصوي ؛ 79 االمانه العامه للحكومه - دخول ومكوث المركبات في الشريط المركزي الفاصل بين قارعتي الطريق السيار ؛ 11 سير علي اشرطه التوقف العاجل لطريق سيار ؛ - ال 12 - القيام باالصالحات المهمه علي اشرطه الوقوف العاجل بطريق سيار او عدم القيام باخراج 13 مركبه تستلزم اصالحات مهمه من الطريق السيار ؛ - عدم احترام السايق، الذي يسير علي مسلك موصل لطريق سيار، لالسبقيه الواجبه ملستعملي 14 الطريق السيار ؛ - عدم التشوير عن بعد ملجموع حموله ساقطه علي قارعه الطريق او لبعض من هذه الحموله، 15 في حاله عدم امكانيه ازاحتها في الحال ؛ - عدم تشوير حموله تتجاوز عرض او طول المركبه ؛ 16 - الحموله التي تحجب اضواء االناره والتشوير بما في ذلك اضواء الوقوف واالضواء المشيره الي 17 تغيير االتجاه واالشارات الضوييه للمركبه او تحجب ارقام التسجيل ؛ - الحموله الموضوعه بطريقه تعيق الرويه بالنسبه للسايق او يمكن ان تحدث خلال في ثبات 18 المركبه او في سياقتها ؛ - عدم التقيد بحدود الوزن الماذون به عن كل محور. 19 تطبق الغرامه عن كل طن زايد. ويعتبر كل جزء من الطن بمثابه طن ؛ - تجاوز عرض المركبه او طولها او علوها للحدود المسموح بها، بما في ذلك االجزاء الناتيه ؛ 20 - عدم اشتغال جهاز قياس الزمن والسرعه او جهاز تحديد السرعه او جهاز التخفيف من 21 ) ؛ABS(السرعه او النظام المضاد لحصر العجالت المسمي - عدم التوفر علي ضويي الوضع االماميين للسياره او ملجموعه المركبات والمركبه الفالحيه 22 ذات محرك او االجهزه الفالحيه او الغابويه او اريبات االشغال العموميه ؛ - المقطوره الخلفيه ملجموعه مركبات غير الحالمه لرقم تسجيل مركبه الجر ؛ 23 - وجود عيب في جهاز قرن المقطوره ؛ 24 - استعمال وسايل الربط االرتجاليه عند ايه عمليه قطر ؛ 25 - مركبه االغاثه التي تقطر اكثر من مركبه او تجر او تنقل اشياء غير االشياء الالزمه لقطر 26 المركبات ؛ - تجاوز الوزن االجمالي الماذون به محمله، المقيد في شهاده التسجيل، ملركبه او ملجموعه مركبات 27 . % 30 %الي اقل من 10 او للمركبات المتمفصله او للقطارات الطرقيه المزدوجه بنسبه تطبق الغرامه علي كل طن زايد، ويعتبر كل جزء من الطن يتجاوز خمسمايه كيلوغرام طنا ؛ 80 االمانه العامه للحكومه الجماعي لالشخاص بزجاج السالمه (منافذ االغاثه) او بعلبه ادوات - عدم تجهيز سياره النقل 28 االسعافات االوليه ؛ - عدم االشاره الي منافذ االغاثه بواسطه بيانات دايمه مكتوبه عليها يتعذر محوها ؛ 29 - عدم االشاره في الواجهه الخارجيه ملركبه النقل الجماعي لالشخاص الي اسم الناقل وموطنه 30 وصنف المركبه والدرجات التي تحتوي عليها ورقم الترخيص في القيام بخدمه عموميه للنقل الجماعي لالشخاص وبيان المسار الواجب اتباعه ؛ - عدم توفر مركبه النقل الجماعي لالشخاص علي وسايل اطفاء الحريق صالحه لالستعمال، 31 المنصوص عليها في النصوص الصادره لتطبيق هذا القانون ؛ كيلو غرام علي 3.500 - عدم توفر مركبه نقل البضايع يفوق مجموع وزنها محمله الماذون به 32 وسايل اطفاء الحريق صالحه لالستعمال، المنصوص عليها في النصوص الصادره لتطبيق هذا القانون ؛ - سايق المركبه المخصصه للنقل الجماعي لالشخاص، الذي ال يمنع الشخص الحالم لسالح 33 من القانون الجنايي من ركوب مركبته، ما لم يكن 303 ظاهر حسب التعريف الوارد في الفصل الشخص المعني يحمل ذلك السالح بسبب نشاطه المنهي او لسبب مشروع ؛ ) سنوات في المقاعد االماميه للسياره ؛ 10( - نقل اطفال تقل اعمارهم عن عشر 34 - السايقون الذين ال يحترمون االسبقيه الواجبه للراجلين ؛ 35 - عدم احترام اجباريه استعمال حزام السالمه ؛ 36 تطبق الغرامه علي السايق او الراكب مرتكب المخالفه ؛ - عدم احترام السايقين لالشرطه او للمسالك الخاصه بالدراجات والدراجات بمحرك 37 والدراجات الناريه والدراجات ثالثيه العجالت والدراجات رباعيه العجالت ؛ - الوقوف او التوقف علي االرصفه والممرات المخصصه للراجلين ؛ 38 تطبق الغرامه علي السايق او الراكب مرتكب المخالفه ؛ في حاله العود الي ارتكاب احدي المخالفات المشار اليها اعاله، داخل اجل سنه ابتداء من تاريخ صدور ضي به، تضاعف الغرامه المنصوص عليها في هذه الماده.�ضيء المق�مقرر قضايي حايز لقوه ال 81 االمانه العامه للحكومهالفرع الثالث المخالفات من الدرجه الثالثه,moto / deux roues; poids lourd / marchandises; transport collectif; vehicule leger / voiture,,,,,"vitesse, stationnement, permis, telephone, autoroute, depassement, chargement, documents",sanction,False,False,code de la route MA52_05.pdf,pretrained_sentence_transformer,2
186,من 13 بتاريخ 1.16.106 الصادر بتنفيذه الظهري الرشيف رقم 116.14 (غريت مبوجب الماده االويل من القانون رقم )5875 :)، ص 2016 اغسطس 11( 1437 ذي القعده 7 بتاريخ 6490 )، ج.ر عدد 2016 يوليو 18 ( 1437 شوال دون االخالل بالعقوبات االشد، المنصوص عليها في هذا القانون او في نص تشريعي خاص، يعاقب 309 اعاله و 93 و92 و88 و87 و65 و64 و48 و47 و46 علي المخالفات لالحكام المقرره تطبيقا للمواد ) درهم . 600( ) الي ستمايه 300( ادناه، المعتبره مخالفات من الدرجه الثالثه، بغرامه من ثالثمايه في حاله العود الي ارتكاب المخالفه، داخل اجل سنه ابتداء من تاريخ صدور مقرر قضايي حايز لقوه ضي به من اجل افعال مماثله، تضاعف الغرامه المنصوص عليها في هذه الماده.�ضيء المق �ال,non specifie,,,,,,sanction,False,False,code de la route MA52_05.pdf,pretrained_sentence_transformer,2
187,) درهما عن كل مخالفه لقواعد السير المقرره 50( ) الي خمسين 20( يعاقب بغرامه من عشرين اعاله. 94 تطبيقا للماده الفرع الرابع مخالفه خاصه بسايقي وحراس الحيوانات,non specifie,,,,,,sanction,False,False,code de la route MA52_05.pdf,pretrained_sentence_transformer,3
188,) درهم : 600( ) الي ستمايه 300( يعاقب بغرامه من ثالثمايه - كل سايق او حارس لقطعان او حيوانات ترك قطعانه او حيواناته في الطريق العموميه، او سمح 1 لها بالتجول او الرعي فيها، ومالك القطعان او الحيوانات في حاله نقص ملحوظ في حراسه القطعان والحيوانات المذكوره ؛ - كل سايق ال يسوق بعنايه الحيوانات المتنقله علي قارعه الطرق غير المتوفره علي مسالك جانبيه. 2 الفرع الخامس احكام متفرقه,non specifie,,,,,,sanction,False,False,code de la route MA52_05.pdf,pretrained_sentence_transformer,4
189,ال يعاقب علي عدم وجود او عدم كفايه اضواء المركبات، المنصوص عليها في هذا القانون وفي النصوص الصادره لتطبيقه، اذا ثبت ان عدم وجودها او عدم كفايتها ناتج عن سبب عارض طرا خالل السير علي الطريق العموميه وان السايق تداركه باناره ارتجاليه كافيه لالشاره الي وجود مركبته. غير ان السايق ال يطالب بالشرط االخير، اذا لم يتمكن من االنتباه الي انقطاع االناره بمركبته. 82 االمانه العامه للحكومهالقسم الثالث المسطره الباب االول معاينه المخالفات الفرع االول االعوان المكلفون بمعاينه المخالفات,non specifie,,,,,,sanction,False,False,code de la route MA52_05.pdf,pretrained_sentence_transformer,5
190,عالوه علي ضباط واعوان الشرطه القضاييه، يكلف بالبحث عن المخالفات الحكام هذا القانون والنصوص الصادره لتطبيقه ومعاينتها : - الضباط واالعوان التابعون للدرك الملكي ؛ 1 - الضباط واالعوان التابعون لالمن الوطني ؛ 2 - االعوان المكلفون بمراقبه النقل والسير علي الطرق التابعون للسلطه الحكوميه المكلفه بالنقل، 3 .ضمن حدود اختصاصاتهم يكلف كذلك بمعاينه المخالفات الحكام هذا القانون والنصوص الصادره لتطبيقه، ضمن حدود اختصاصاتهم، اعوان االداره او الهييات المعتمده من قبل االداره، المكلفون لهذا الغرض، من لدن االداره او الهييات المذكوره.,non specifie,,,,,,autre,False,False,code de la route MA52_05.pdf,pretrained_sentence_transformer,0
